chr	tss	symbol	PromoterActivityQuantile	Expression	isExpressed
chr1	231528668	ENSG00000116918:N.N.N	40.88910947249008	1	True
chr1	231626814	ENSG00000162946:U.N.N	95.31338627339761	1	True
chr1	232561557	ENSG00000116991:N.N.N	81.95547362450368	1	True
chr1	232804891	ENSG00000212916:D.N.N	45.10777084515031	1	True
chr1	232950610	ENSG00000135778:N.N.N	65.35734543391945	1	True
chr1	233295724	ENSG00000135749:N.N.N	74.18462847419171	1	True
chr1	233327723	ENSG00000143674:N.N.N	47.75950085082246	1	True
chr1	234373455	ENSG00000168275:N.N.N	30.218377765173	1	True
chr1	234479178	ENSG00000059588:N.N.N	30.95575723199093	1	True
chr1	234609524	ENSG00000168264:N.N.U	50.1701644923426	1	True
chr1	234963334	ENSG00000238005:D.N.N	30.61542824730573	1	True
chr1	235128836	ENSG00000173726:N.N.N	75.0354509359047	1	True
chr1	235161249	ENSG00000188739:N.N.N	53.68689733408962	1	True
chr1	235328178	ENSG00000054267:N.N.U	69.88797504254113	1	True
chr1	235328569	ENSG00000152904:N.N.N	92.38513896766875	1	True
chr1	235504451	ENSG00000162885:N.N.N	67.8885422575156	1	True
chr1	235650753	ENSG00000168243:N.N.N	37.67725467952354	1	True
chr1	235866919	ENSG00000143669:N.N.N	33.41605218377765	1	True
chr1	236065089	ENSG00000116962:N.N.N	32.3667044809983	1	True
chr1	236142538	ENSG00000077585:U.N.N	96.0436755530346	1	True
chr1	236281984	ENSG00000086619:N.N.U	33.4585933068633	1	True
chr1	236394277	ENSG00000186197:U.D.N	31.9412932501418	1	True
chr1	236518272	ENSG00000116977:N.N.N	96.00113442994895	1	True
chr1	236536703	ENSG00000273058:D.N.N	38.15229722064662	1	True
chr1	236604515	ENSG00000119285:N.N.N	95.37719795802609	1	True
chr1	236795291	ENSG00000116984:N.N.N	60.11769710720363	1	True
chr1	238486022	ENSG00000215808:N.N.N	46.40527509926262	1	True
chr1	239629072	ENSG00000133019:N.N.U	94.59018718094158	1	True
chr1	241519760	ENSG00000091483:N.N.N	88.42881452070334	1	True
chr1	241640253	ENSG00000203668:N.N.N	95.6182643221781	1	True
chr1	241640368	ENSG00000054277:N.N.N	80.79268292682927	1	True
chr1	241848203	ENSG00000174371:D.U.D	95.44809982983551	1	True
chr1	243255280	ENSG00000143702:N.N.U	93.58338060124787	1	True
chr1	243256040	ENSG00000054282:N.N.U	62.25184344866705	1	True
chr1	244051282	ENSG00000179456:N.N.N	23.74503686897334	1	True
chr1	244451908	ENSG00000035687:N.D.N	88.27283040272263	1	True
chr1	244653125	ENSG00000121644:N.N.N	75.89336358479864	1	True
chr1	244835615	ENSG00000203667:N.N.N	80.6792399319342	1	True
chr1	244864542	ENSG00000153187:N.N.N	89.57742484401588	1	True
chr1	244969868	ENSG00000203666:N.N.N	81.16137266023823	1	True
chr1	246507278	ENSG00000185420:N.N.N	84.91208167895633	1	True
chr1	246566260	ENSG00000162851:N.N.N	37.89705048213273	1	True
chr1	246566455	ENSG00000162852:N.N.U	62.52836074872376	1	True
chr1	246724408	ENSG00000143653:N.N.N	33.69965967101531	1	True
chr1	246772300	ENSG00000260855:N.U.N	20.49064095292116	1	True
chr1	246931423	ENSG00000153207:N.N.N	83.35933068633013	1	True
chr1	247008056	ENSG00000197472:N.N.N	81.25354509359047	1	True
chr1	247078810	ENSG00000277462:D.N.N	31.75694838343732	1	True
chr1	247078810	ENSG00000135747:D.N.N	91.87464549064096	1	True
chr1	247104371	ENSG00000188295:N.N.N	37.88996029495178	1	True
chr1	247171966	ENSG00000196418:D.N.N	38.44299489506523	1	True
chr1	247188525	ENSG00000259865:N.N.N	30.69342030629609	1	True
chr1	247209492	ENSG00000227671:N.N.N	21.88740782756665	1	True
chr1	247331742	ENSG00000162714:N.N.N	61.27339761769711	1	True
chr1	248825914	ENSG00000175137:N.N.N	14.76176971072036	1	True
chr1	248838223	ENSG00000171161:N.N.N	23.57487237663074	1	True
chr1	248858859	ENSG00000171163:N.N.N	21.02949517867272	1	True
chr1	248906234	ENSG00000185220:N.N.N	58.57912648893931	1	True
chr10	135068	ENSG00000015171:N.N.N	76.54566080544527	1	True
chr10	650110	ENSG00000180525:U.D.U	98.9931934203063	1	True
chr10	689667	ENSG00000151240:U.N.N	24.49659671015315	1	True
chr10	931704	ENSG00000107929:N.N.N	48.09982983550766	1	True
chr10	988340	ENSG00000205740:N.N.N	77.7439024390244	1	True
chr10	988433	ENSG00000107937:N.N.N	92.94526375496314	1	True
chr10	1049169	ENSG00000067064:N.N.N	26.66619398752127	1	True
chr10	1049537	ENSG00000047056:N.N.N	47.46171298922292	1	True
chr10	3067547	ENSG00000067057:N.N.N	90.11627906976744	1	True
chr10	3172840	ENSG00000107959:U.N.N	85.62819058423142	1	True
chr10	3785208	ENSG00000067082:U.N.U	87.74106636415202	1	True
chr10	4657327	ENSG00000231298:N.N.N	98.61741349971639	1	True
chr10	4963414	ENSG00000187134:N.N.N	13.35082246171299	1	True
chr10	5004022	ENSG00000151632:D.N.N	28.27566647759501	1	True
chr10	5412556	ENSG00000173848:N.N.N	72.31281905842314	1	True
chr10	5666594	ENSG00000196372:U.N.N	48.97192285876347	1	True
chr10	5684837	ENSG00000108021:N.N.U	72.51843448667044	1	True
chr10	5813433	ENSG00000057608:N.N.N	63.41463414634146	1	True
chr10	5889892	ENSG00000134461:N.N.N	22.14265456608054	1	True
chr10	5894385	ENSG00000134452:N.N.N	40.13754963131026	1	True
chr10	6089345	ENSG00000134453:N.N.N	83.18207600680658	1	True
chr10	6202931	ENSG00000170525:N.N.D	7.246171298922292	1	True
chr10	7703315	ENSG00000151655:N.N.N	44.11514463981849	1	True
chr10	7787992	ENSG00000151657:N.N.N	87.35110606920023	1	True
chr10	7788176	ENSG00000165629:N.N.N	52.41775382870108	1	True
chr10	7818504	ENSG00000165632:N.N.N	81.92002268859898	1	True
chr10	8054687	ENSG00000107485:D.N.D	13.52807714123653	1	True
chr10	11532274	ENSG00000148429:N.N.U	75.65938740782757	1	True
chr10	11742381	ENSG00000134463:N.N.D	8.77056154282473	1	True
chr10	11823355	ENSG00000148426:N.N.N	36.21667612024957	1	True
chr10	12035896	ENSG00000151461:N.N.N	62.67725467952354	1	True
chr10	12068953	ENSG00000181192:N.N.N	28.92796369824163	1	True
chr10	12129676	ENSG00000065665:N.U.D	42.50567214974475	1	True
chr10	12195890	ENSG00000165609:N.N.N	80.23964832671582	1	True
chr10	12196187	ENSG00000151465:N.N.N	95.50482132728304	1	True
chr10	13100172	ENSG00000123240:U.N.N	47.22773681225184	1	True
chr10	13158135	ENSG00000203414:N.N.N	82.48014747589336	1	True
chr10	13161578	ENSG00000065328:D.N.D	92.4631310266591	1	True
chr10	13300063	ENSG00000107537:N.N.N	23.61741349971639	1	True
chr10	13348292	ENSG00000086475:N.N.N	70.10068065796938	1	True
chr10	13502975	ENSG00000165626:U.N.N	80.24673851389677	1	True
chr10	13586964	ENSG00000165630:N.N.N	62.10294951786727	1	True
chr10	13638645	ENSG00000239665:N.N.N	24.31225184344867	1	True
chr10	14774896	ENSG00000065809:N.N.N	90.78275666477595	1	True
chr10	14838036	ENSG00000185267:N.U.N	54.22575155984118	1	True
chr10	14838305	ENSG00000187522:N.N.N	66.72575155984119	1	True
chr10	14878888	ENSG00000152455:N.N.N	89.7334089619966	1	True
chr10	14954095	ENSG00000152457:N.N.N	46.15002836074872	1	True
chr10	15097179	ENSG00000152464:N.N.N	74.09245604083948	1	True
chr10	15168692	ENSG00000152465:N.D.N	86.28757799205898	1	True
chr10	15371288	ENSG00000148468:N.N.N	40.5700510493477	1	True
chr10	15860506	ENSG00000148481:N.N.N	90.5700510493477	1	True
chr10	16436983	ENSG00000165983:N.N.N	68.4344866704481	1	True
chr10	16817382	ENSG00000148484:N.N.N	95.873511060692	1	True
chr10	17201671	ENSG00000107614:N.N.U	97.36954055587067	1	True
chr10	17226897	ENSG00000229124:N.N.N	41.626488939308	1	True
chr10	17228240	ENSG00000026025:U.N.N	97.04339194554736	1	True
chr10	17386950	ENSG00000204832:N.N.N	80.16874645490641	1	True
chr10	17617373	ENSG00000165996:U.D.D	76.93562110039706	1	True
chr10	17643877	ENSG00000260589:N.N.N	16.23652864435621	1	True
chr10	17644150	ENSG00000136738:N.D.N	90.9103800340329	1	True
chr10	18545650	ENSG00000240291:N.N.N	28.60890527509926	1	True
chr10	18651586	ENSG00000241058:N.N.U	73.31253545093591	1	True
chr10	18659430	ENSG00000165997:N.N.U	93.33522404991491	1	True
chr10	21497283	ENSG00000204682:D.N.N	10.46511627906977	1	True
chr10	21525681	ENSG00000180592:D.N.D	17.07317073170732	1	True
chr10	21534231	ENSG00000078403:N.N.U	64.48525241066365	1	True
chr10	22003729	ENSG00000136770:N.N.N	49.12790697674419	1	True
chr10	22316387	ENSG00000148444:N.N.N	85.39421440726035	1	True
chr10	22321098	ENSG00000168283:N.N.N	60.74872376630743	1	True
chr10	22714577	ENSG00000150867:N.N.N	61.22376630743052	1	True
chr10	22928052	ENSG00000165309:N.U.N	99.50368689733409	1	True
chr10	23095578	ENSG00000148450:N.N.N	41.01673284174702	1	True
chr10	23439457	ENSG00000165312:U.D.U	50.55303460011344	1	True
chr10	24209137	ENSG00000120549:N.N.D	12.54254112308565	1	True
chr10	24723886	ENSG00000107863:N.N.N	83.92654566080544	1	True
chr10	24952605	ENSG00000099256:D.N.N	92.23624503686898	1	True
chr10	25016157	ENSG00000151023:N.N.N	43.92370958593307	1	True
chr10	25016657	ENSG00000185875:N.N.N	87.13840045377198	1	True
chr10	25175000	ENSG00000151025:N.N.U	67.81055019852523	1	True
chr10	26438340	ENSG00000077420:N.N.D	48.5677821894498	1	True
chr10	26697700	ENSG00000148459:N.N.N	89.7830402722632	1	True
chr10	26860934	ENSG00000136754:N.N.N	55.16874645490641	1	True
chr10	27100491	ENSG00000107890:N.N.N	77.92115711854792	1	True
chr10	27154358	ENSG00000136758:N.N.N	79.45972773681225	1	True
chr10	27155369	ENSG00000120539:N.N.D	91.8817356778219	1	True
chr10	27240557	ENSG00000107897:N.N.N	38.82586500283607	1	True
chr10	27251792	ENSG00000230445:N.N.U	46.6747022121384	1	True
chr10	27504369	ENSG00000099246:N.N.N	75.32614861032332	1	True
chr10	28532394	ENSG00000254635:N.N.N	68.33522404991491	1	True
chr10	28533418	ENSG00000095787:N.N.N	91.92427680090755	1	True
chr10	28677520	ENSG00000095739:N.U.N	28.16222348269994	1	True
chr10	29409538	ENSG00000224597:N.N.N	32.68576290414067	1	True
chr10	29634971	ENSG00000197321:U.N.N	94.80998298355077	1	True
chr10	30059585	ENSG00000165757:N.D.N	66.70448099829835	1	True
chr10	30306065	ENSG00000259994:N.N.N	98.63159387407828	1	True
chr10	30349318	ENSG00000107951:N.N.N	81.13301191151446	1	True
chr10	30434183	ENSG00000107968:N.N.N	22.58224617129892	1	True
chr10	31031936	ENSG00000183621:N.N.U	95.97277368122518	1	True
chr10	31319091	ENSG00000237036:N.N.N	31.6505955757232	1	True
chr10	31319171	ENSG00000148516:N.N.N	92.34968803176403	1	True
chr10	31928806	ENSG00000165322:N.N.N	85.08224617129892	1	True
chr10	32056424	ENSG00000170759:N.N.N	66.60521837776517	1	True
chr10	32347184	ENSG00000120616:N.N.U	77.95660805445264	1	True
chr10	32451642	ENSG00000216937:U.N.N	30.26800907543959	1	True
chr10	32511736	ENSG00000231245:N.N.N	79.9276800907544	1	True
chr10	32889310	ENSG00000273038:N.N.N	81.09756097560975	1	True
chr10	32957893	ENSG00000150093:N.N.N	94.10096426545661	1	True
chr10	32958436	ENSG00000229656:N.N.N	90.25808281338627	1	True
chr10	33336261	ENSG00000099250:N.N.N	80.04821327283041	1	True
chr10	34815295	ENSG00000148498:N.N.N	77.67300056721497	1	True
chr10	35074287	ENSG00000108094:N.N.N	70.37010777084515	1	True
chr10	35127459	ENSG00000095794:N.N.N	62.95377197958026	1	True
chr10	35320997	ENSG00000271335:N.N.N	22.32699943278503	1	True
chr10	35336508	ENSG00000108100:N.N.N	49.07118547929665	1	True
chr10	35642277	ENSG00000177283:N.N.N	59.15343165059558	1	True
chr10	36524233	ENSG00000229644:U.N.N	95.02977878615995	1	True
chr10	37857609	ENSG00000198105:N.N.N	53.155133295519	1	True
chr10	37976646	ENSG00000175395:U.N.N	93.66846284741918	1	True
chr10	38010649	ENSG00000189180:N.N.U	70.6678956324447	1	True
chr10	38094346	ENSG00000075407:N.N.U	62.49290981281906	1	True
chr10	38356379	ENSG00000099251:N.N.N	11.56409529211571	1	True
chr10	38403188	ENSG00000276805:N.N.N	19.05842314237096	1	True
chr10	42367973	ENSG00000215146:N.N.N	42.48440158820193	1	True
chr10	42552793	ENSG00000234420:N.N.U	45.4126488939308	1	True
chr10	42638569	ENSG00000196693:N.N.U	74.78729438457175	1	True
chr10	42782794	ENSG00000165733:N.N.N	74.6596710153148	1	True
chr10	43138444	ENSG00000169826:U.N.U	88.91094724900738	1	True
chr10	43396830	ENSG00000169813:N.N.N	52.11287577992059	1	True
chr10	43475810	ENSG00000243660:N.N.N	36.73425978445831	1	True
chr10	43648703	ENSG00000169740:N.N.N	76.47475893363585	1	True
chr10	44959801	ENSG00000107551:N.N.N	21.89449801474759	1	True
chr10	44978809	ENSG00000165507:N.N.U	20.28502552467385	1	True
chr10	45000887	ENSG00000165511:N.N.U	54.77169597277368	1	True
chr10	45000922	ENSG00000165512:N.N.U	58.02609188882587	1	True
chr10	45535370	ENSG00000165406:N.N.N	73.66704480998298	1	True
chr10	45672347	ENSG00000172671:N.N.N	94.40584231423709	1	True
chr10	45727263	ENSG00000172661:U.N.U	70.50482132728304	1	True
chr10	45972153	ENSG00000239883:N.N.N	14.1023823028928	1	True
chr10	45972488	ENSG00000265354:N.N.N	78.48128190584231	1	True
chr10	46030606	ENSG00000266412:N.N.N	50.69483834373227	1	True
chr10	46375775	ENSG00000264230:N.N.N	99.6596710153148	1	True
chr10	46579101	ENSG00000204176:N.N.N	34.23851389676688	1	True
chr10	46598149	ENSG00000231187:N.N.D	9.401588201928531	1	True
chr10	46602289	ENSG00000229227:N.N.N	9.004537719795803	1	True
chr10	46635465	ENSG00000229927:N.N.N	29.70079410096427	1	True
chr10	46652024	ENSG00000165874:D.N.N	39.37889960294952	1	True
chr10	46786673	ENSG00000204177:N.N.N	3.027509926262054	1	True
chr10	46932422	ENSG00000204179:N.N.N	67.39222915484969	1	True
chr10	47384292	ENSG00000265763:N.N.D	52.80062393647192	1	True
chr10	47599810	ENSG00000264404:N.N.D	11.25921724333522	1	True
chr10	47991876	ENSG00000276850:N.N.D	98.95065229722064	1	True
chr10	48306638	ENSG00000107643:N.N.N	59.9758933635848	1	True
chr10	48604951	ENSG00000128805:N.N.N	38.86840612592172	1	True
chr10	49539120	ENSG00000225830:N.N.N	65.08082813386274	1	True
chr10	49942194	ENSG00000204152:N.N.U	56.70731707317074	1	True
chr10	49970202	ENSG00000227345:N.N.N	72.97220646625071	1	True
chr10	49988317	ENSG00000204149:N.N.N	17.30005672149745	1	True
chr10	50067953	ENSG00000099290:U.N.N	76.76545660805445	1	True
chr10	50279719	ENSG00000188611:D.N.N	84.48667044809983	1	True
chr10	50623955	ENSG00000198964:N.N.N	59.90499149177538	1	True
chr10	50624942	ENSG00000226200:N.U.N	65.15882019285309	1	True
chr10	50739935	ENSG00000204147:N.N.U	93.44866704480998	1	True
chr10	50885674	ENSG00000148584:N.N.N	26.71582529778786	1	True
chr10	51699590	ENSG00000177613:N.N.N	74.31934203062961	1	True
chr10	52314280	ENSG00000107984:D.N.D	47.73114010209869	1	True
chr10	52771699	ENSG00000165471:D.N.N	16.32161089052751	1	True
chr10	55668349	ENSG00000236993:N.N.N	97.84458309699376	1	True
chr10	56361258	ENSG00000122952:D.N.D	55.97702779353375	1	True
chr10	58267893	ENSG00000151151:N.D.N	30.08366420873511	1	True
chr10	58269161	ENSG00000122873:N.N.N	43.56211003970505	1	True
chr10	58335005	ENSG00000072401:N.D.N	76.1273397617697	1	True
chr10	58385409	ENSG00000108064:N.N.N	75.23397617697107	1	True
chr10	58513139	ENSG00000122870:N.N.N	95.92314237095859	1	True
chr10	59176642	ENSG00000165443:N.N.N	22.92257515598412	1	True
chr10	59362549	ENSG00000148541:N.N.N	85.2665910380034	1	True
chr10	59710078	ENSG00000165449:U.N.N	34.56466250709019	1	True
chr10	59906555	ENSG00000108091:N.N.N	73.77339761769711	1	True
chr10	60389874	ENSG00000151150:N.N.N	81.83494044242768	1	True
chr10	60778453	ENSG00000170312:N.N.D	55.34600113442995	1	True
chr10	60944184	ENSG00000072422:N.N.U	71.22802041973908	1	True
chr10	61685387	ENSG00000272592:N.N.N	94.15768576290414	1	True
chr10	61821245	ENSG00000233643:N.N.N	99.73057288712423	1	True
chr10	61901698	ENSG00000150347:N.N.N	96.20674985819626	1	True
chr10	62268843	ENSG00000182010:N.N.N	83.75638116846285	1	True
chr10	62804856	ENSG00000181915:N.N.N	66.44923425978446	1	True
chr10	63133327	ENSG00000148572:N.N.N	59.10380034032899	1	True
chr10	63465228	ENSG00000272767:N.N.N	9.203062960862166	1	True
chr10	63465976	ENSG00000171988:N.N.U	79.5873511060692	1	True
chr10	63521400	ENSG00000165476:N.N.N	69.42002268859898	1	True
chr10	65570521	ENSG00000228065:N.N.N	73.15655133295519	1	True
chr10	67884655	ENSG00000096717:N.N.U	84.6001134429949	1	True
chr10	68075282	ENSG00000148634:N.N.N	65.89619965967101	1	True
chr10	68332074	ENSG00000096746:N.N.N	63.75496313102666	1	True
chr10	68332927	ENSG00000108187:D.N.N	10.23823028927964	1	True
chr10	68407188	ENSG00000204130:N.N.N	76.44639818491208	1	True
chr10	68471972	ENSG00000138346:N.N.D	70.02977878615995	1	True
chr10	68527522	ENSG00000122912:N.N.N	33.34515031196823	1	True
chr10	68560336	ENSG00000138336:N.N.N	76.5882019285309	1	True
chr10	68698499	ENSG00000260400:N.N.N	83.30969937606353	1	True
chr10	68721238	ENSG00000060339:D.N.N	74.92200794100964	1	True
chr10	68827530	ENSG00000165730:N.N.N	83.13953488372093	1	True
chr10	68901314	ENSG00000107625:N.N.N	77.75808281338627	1	True
chr10	68956169	ENSG00000165732:N.N.N	93.88825865002836	1	True
chr10	68988802	ENSG00000198954:N.N.N	96.17129892229156	1	True
chr10	69124177	ENSG00000122958:N.N.N	88.08848553601815	1	True
chr10	69180233	ENSG00000156502:N.N.N	76.19824163357913	1	True
chr10	69220331	ENSG00000156510:U.N.N	95.85224049914918	1	True
chr10	69278495	ENSG00000156515:N.N.N	36.01106069200227	1	True
chr10	69451464	ENSG00000099282:U.D.N	88.73369256948384	1	True
chr10	69630246	ENSG00000171224:N.N.D	79.42427680090755	1	True
chr10	70052845	ENSG00000099284:N.U.U	51.31877481565513	1	True
chr10	70132933	ENSG00000042286:N.N.D	29.19739081111741	1	True
chr10	70146699	ENSG00000156521:N.N.N	20.07941009642655	1	True
chr10	70170522	ENSG00000079332:N.N.N	66.42087351106069	1	True
chr10	70233428	ENSG00000180817:N.N.N	75.60266591038004	1	True
chr10	70381913	ENSG00000172731:N.N.D	31.55842314237096	1	True
chr10	70404144	ENSG00000148730:N.N.N	63.65570051049347	1	True
chr10	70815969	ENSG00000166224:N.N.N	61.62081678956324	1	True
chr10	70888564	ENSG00000166228:N.N.N	73.0218377765173	1	True
chr10	71212569	ENSG00000107731:U.U.N	0.1488939307997731	1	True
chr10	71319258	ENSG00000198246:N.N.D	19.03715258082813	1	True
chr10	71364242	ENSG00000279406:D.U.D	36.93278502552467	1	True
chr10	71396933	ENSG00000107736:N.U.D	3.495462280204197	1	True
chr10	71773519	ENSG00000107738:N.N.N	4.722064662507091	1	True
chr10	71851250	ENSG00000197746:N.N.N	25.39705048213273	1	True
chr10	71964394	ENSG00000122863:N.N.D	16.61939875212706	1	True
chr10	72089031	ENSG00000107742:N.N.N	2.353942144072604	1	True
chr10	72215999	ENSG00000166295:N.N.N	41.10181508791832	1	True
chr10	72216274	ENSG00000138303:N.N.N	89.66250709018718	1	True
chr10	72273923	ENSG00000168209:U.N.N	8.728020419739082	1	True
chr10	72355148	ENSG00000148719:N.N.N	28.82870107770845	1	True
chr10	72626130	ENSG00000107745:N.N.N	62.20221213840045	1	True
chr10	72692130	ENSG00000156026:N.N.N	85.45802609188883	1	True
chr10	72954777	ENSG00000138308:N.U.N	19.73199092456041	1	True
chr10	73096973	ENSG00000122884:N.N.N	50.46795235394215	1	True
chr10	73125404	ENSG00000272599:N.N.D	88.11684628474191	1	True
chr10	73168063	ENSG00000122882:N.N.N	88.66988088485536	1	True
chr10	73168165	ENSG00000138286:N.N.N	59.7206466250709	1	True
chr10	73248861	ENSG00000213551:N.N.N	98.00056721497448	1	True
chr10	73252643	ENSG00000182180:N.N.N	57.31707317073171	1	True
chr10	73252790	ENSG00000227540:N.N.N	54.14775950085082	1	True
chr10	73414066	ENSG00000138279:N.N.N	90.00283607487238	1	True
chr10	73422695	ENSG00000229659:N.N.N	83.26006806579694	1	True
chr10	73433560	ENSG00000166343:N.N.N	28.7861599546228	1	True
chr10	73495752	ENSG00000221817:N.U.N	46.32019285309132	1	True
chr10	73496023	ENSG00000107758:N.N.N	55.96993760635281	1	True
chr10	73625649	ENSG00000166348:N.N.U	80.63669880884855	1	True
chr10	73744229	ENSG00000279088:N.N.N	14.38598979013046	1	True
chr10	73744390	ENSG00000176986:N.N.N	29.87095859330686	1	True
chr10	73772275	ENSG00000196968:N.N.N	46.86613726602382	1	True
chr10	73782047	ENSG00000172586:N.N.N	23.88684061259217	1	True
chr10	73785623	ENSG00000214655:N.N.N	16.07345433919456	1	True
chr10	73811583	ENSG00000166507:N.N.N	45.57572319909246	1	True
chr10	73874590	ENSG00000148660:N.N.D	45.5828133862734	1	True
chr10	73911131	ENSG00000122861:D.N.D	1.028077141236529	1	True
chr10	73998113	ENSG00000035403:N.D.N	91.36415201361316	1	True
chr10	74151062	ENSG00000185009:N.N.N	94.82416335791265	1	True
chr10	74151228	ENSG00000156110:N.N.N	61.23085649461146	1	True
chr10	74826599	ENSG00000156650:N.N.U	49.26971072036302	1	True
chr10	75099526	ENSG00000079393:U.D.N	54.69370391378332	1	True
chr10	75111655	ENSG00000156671:N.N.N	76.57402155416904	1	True
chr10	75210847	ENSG00000165637:N.N.N	92.1369824163358	1	True
chr10	75236010	ENSG00000165644:N.N.N	0.1772546795235394	1	True
chr10	75401763	ENSG00000165655:N.N.N	2.928247305728871	1	True
chr10	75403053	ENSG00000237149:N.N.N	20.67498581962564	1	True
chr10	75431623	ENSG00000148655:U.N.N	76.81508791832104	1	True
chr10	77637807	ENSG00000156113:N.N.N	22.36245036868973	1	True
chr10	77926754	ENSG00000151208:U.N.N	29.22575155984118	1	True
chr10	78029514	ENSG00000148606:N.N.N	62.12422007941009	1	True
chr10	78033862	ENSG00000138326:N.N.N	50.95008508224617	1	True
chr10	79068965	ENSG00000108175:N.N.N	18.27141236528644	1	True
chr10	79347468	ENSG00000108179:N.N.D	47.17810550198525	1	True
chr10	79445626	ENSG00000165424:U.D.D	17.74673851389677	1	True
chr10	79512600	ENSG00000253626:N.N.N	61.63499716392513	1	True
chr10	79660890	ENSG00000244733:N.N.N	83.82728304027226	1	True
chr10	79663191	ENSG00000272489:N.N.N	58.87691435053885	1	True
chr10	79684093	ENSG00000280355:N.N.N	50.05672149744753	1	True
chr10	79684982	ENSG00000224886:N.N.N	14.19455473624504	1	True
chr10	79825901	ENSG00000272447:N.N.N	22.25609756097561	1	True
chr10	79826298	ENSG00000225484:N.N.N	87.49290981281906	1	True
chr10	80078664	ENSG00000133678:N.N.N	91.56976744186046	1	True
chr10	80205571	ENSG00000122359:N.N.D	39.05275099262621	1	True
chr10	80207371	ENSG00000237523:N.N.N	96.99376063528076	1	True
chr10	80289657	ENSG00000151224:U.N.N	4.26829268292683	1	True
chr10	80344744	ENSG00000133665:N.N.N	21.61089052750993	1	True
chr10	80408550	ENSG00000122378:N.N.N	53.80034032898469	1	True
chr10	80454309	ENSG00000108219:N.N.N	50.48922291548497	1	True
chr10	84081428	ENSG00000212769:N.U.N	67.11571185479296	1	True
chr10	84139508	ENSG00000165678:N.N.N	65.7047646057856	1	True
chr10	84328588	ENSG00000107771:N.N.N	81.51588201928531	1	True
chr10	86521791	ENSG00000062650:N.N.N	86.12450368689733	1	True
chr10	86756297	ENSG00000272631:N.N.N	79.62280204197391	1	True
chr10	86756649	ENSG00000107779:N.N.N	73.05728871242201	1	True
chr10	87094842	ENSG00000148672:D.U.D	8.642938173567781	1	True
chr10	87095195	ENSG00000122376:N.N.N	52.22631877481565	1	True
chr10	87342435	ENSG00000223482:N.N.N	67.71128757799205	1	True
chr10	87342735	ENSG00000224914:N.N.N	95.80260918888258	1	True
chr10	87357667	ENSG00000214562:N.N.N	68.39903573454339	1	True
chr10	87504892	ENSG00000107789:N.N.D	31.30317640385706	1	True
chr10	87659877	ENSG00000198682:N.N.N	36.67753828701078	1	True
chr10	87818159	ENSG00000138138:N.N.U	88.40045377197958	1	True
chr10	87863436	ENSG00000227268:N.N.N	11.66335791264889	1	True
chr10	87863624	ENSG00000171862:N.N.N	45.46228020419739	1	True
chr10	88583317	ENSG00000184719:N.N.N	71.90158820192853	1	True
chr10	88901074	ENSG00000138134:N.N.N	36.08196256381169	1	True
chr10	89251774	ENSG00000107798:N.N.N	46.46199659671015	1	True
chr10	89283693	ENSG00000119922:N.N.N	21.90867838910947	1	True
chr10	89332483	ENSG00000119917:U.N.D	22.74532047646058	1	True
chr10	89392622	ENSG00000185745:D.N.D	7.423425978445831	1	True
chr10	89414567	ENSG00000152778:N.D.N	63.59188882586501	1	True
chr10	89535593	ENSG00000152779:U.D.N	31.52297220646625	1	True
chr10	89645571	ENSG00000152782:N.N.N	76.70873511060692	1	True
chr10	89701616	ENSG00000138182:N.N.N	78.81452070334657	1	True
chr10	90871951	ENSG00000148688:N.N.N	69.61854792966534	1	True
chr10	90921275	ENSG00000148677:U.N.N	99.89364719228588	1	True
chr10	91153348	ENSG00000234043:U.N.N	78.23312535450935	1	True
chr10	91220662	ENSG00000180628:N.N.N	65.74730572887124	1	True
chr10	91410284	ENSG00000165338:N.N.N	82.08309699376063	1	True
chr10	91633070	ENSG00000119938:D.N.N	24.80147475893364	1	True
chr10	91798425	ENSG00000107854:N.N.N	73.58905275099262	1	True
chr10	91909482	ENSG00000174721:N.N.N	98.5677821894498	1	True
chr10	91923769	ENSG00000095564:N.N.U	55.54452637549631	1	True
chr10	92291077	ENSG00000107864:N.N.U	13.6769710720363	1	True
chr10	92291166	ENSG00000198060:N.N.N	62.15967101531481	1	True
chr10	92574075	ENSG00000119912:N.N.N	85.45093590470789	1	True
chr10	92593129	ENSG00000138160:D.N.D	80.46653431650596	1	True
chr10	92669742	ENSG00000236493:N.N.N	32.30289279636983	1	True
chr10	92689954	ENSG00000152804:N.U.N	54.28956324446965	1	True
chr10	92848519	ENSG00000138190:N.N.U	83.21043675553035	1	True
chr10	93482333	ENSG00000138119:U.N.N	99.76602382302893	1	True
chr10	93496631	ENSG00000138180:N.N.D	87.36528644356211	1	True
chr10	93566664	ENSG00000186188:N.N.N	70.2070334656835	1	True
chr10	93601662	ENSG00000138207:N.N.N	19.12932501418037	1	True
chr10	93702591	ENSG00000148690:N.N.U	92.98780487804878	1	True
chr10	93893977	ENSG00000176273:N.N.D	54.26829268292683	1	True
chr10	93961539	ENSG00000180764:N.N.N	94.62563811684629	1	True
chr10	94030811	ENSG00000138193:N.N.N	94.36330119115145	1	True
chr10	94362938	ENSG00000173145:N.N.N	83.55076574021554	1	True
chr10	94402503	ENSG00000108239:D.N.D	32.45887691435054	1	True
chr10	94545921	ENSG00000119969:D.N.N	79.99858196256382	1	True
